current,min,median,max,percentile
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
0.006337574671501262,0.004576685171584879,0.007285744693342858,0.007855949166258326,42.857142857142854
0.004826875512043472,0.004826875512043472,0.007285744693342858,0.007855949166258326,14.285714285714285
0.002880501207525251,0.002880501207525251,0.007285744693342858,0.007855949166258326,14.285714285714285
0.0008529543889747591,0.0008529543889747591,0.006337574671501262,0.007855949166258326,14.285714285714285
0.0022590633404344783,0.0008529543889747591,0.004826875512043472,0.007855949166258326,28.57142857142857
0.004716953223469401,0.0008529543889747591,0.004716953223469401,0.007353623744580629,57.14285714285714
0.006872364512399864,0.0008529543889747591,0.004716953223469401,0.006872364512399864,100
0.008369605111376946,0.0008529543889747591,0.004716953223469401,0.008369605111376946,100
0.008955254857309513,0.0008529543889747591,0.004716953223469401,0.008955254857309513,100
0.008528955976895892,0.0008529543889747591,0.006872364512399864,0.008955254857309513,85.71428571428571
0.00717395343671726,0.0022590633404344783,0.00717395343671726,0.008955254857309513,57.14285714285714
0.005130873608513178,0.004716953223469401,0.00717395343671726,0.008955254857309513,28.57142857142857
0.0027380539481836165,0.0027380539481836165,0.00717395343671726,0.008955254857309513,14.285714285714285
0.0007238575095366861,0.0007238575095366861,0.00717395343671726,0.008955254857309513,14.285714285714285
0.002284637499047382,0.0007238575095366861,0.005130873608513178,0.008955254857309513,28.57142857142857
0.004186540551561933,0.0007238575095366861,0.004186540551561933,0.008528955976895892,57.14285714285714
0.0056708616874650225,0.0007238575095366861,0.004186540551561933,0.00717395343671726,85.71428571428571
0.006670171807647695,0.0007238575095366861,0.004186540551561933,0.006670171807647695,100
0.007169785700086379,0.0007238575095366861,0.004186540551561933,0.007169785700086379,100
0.007171701829605531,0.0007238575095366861,0.0056708616874650225,0.007171701829605531,100
0.0066827670014637025,0.002284637499047382,0.006670171807647695,0.007171701829605531,71.42857142857143
0.005714147160681101,0.004186540551561933,0.006670171807647695,0.007171701829605531,42.857142857142854
0.004291243113585006,0.004291243113585006,0.006670171807647695,0.007171701829605531,14.285714285714285
0.002481167937686481,0.002481167937686481,0.006670171807647695,0.007171701829605531,14.285714285714285
0.0007055329922055471,0.0007055329922055471,0.005714147160681101,0.007171701829605531,14.285714285714285
0.00221157656665784,0.0007055329922055471,0.004291243113585006,0.007171701829605531,28.57142857142857
0.004419870324472836,0.0007055329922055471,0.004291243113585006,0.0066827670014637025,71.42857142857143
0.0063232815623185,0.0007055329922055471,0.004291243113585006,0.0063232815623185,100
0.007619410578846894,0.0007055329922055471,0.004291243113585006,0.007619410578846894,100
0.008097262995564182,0.0007055329922055471,0.004419870324472836,0.008097262995564182,100
0.007678845715853397,0.0007055329922055471,0.0063232815623185,0.008097262995564182,85.71428571428571
0.006441560166629998,0.00221157656665784,0.006441560166629998,0.008097262995564182,57.14285714285714
0.004595316526557396,0.004419870324472836,0.006441560166629998,0.008097262995564182,28.57142857142857
0.0024352766879582257,0.0024352766879582257,0.006441560166629998,0.008097262995564182,14.285714285714285
0.0006513051215166925,0.0006513051215166925,0.006441560166629998,0.008097262995564182,14.285714285714285
