upper,middle,lower,stddev
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
115.28678132658357,104.88573811030453,94.4846948940255,5.200521608139521
115.44235076607696,105.24603036120507,95.04970995633319,5.098160202435939
116.031797084579,105.60667720811657,95.18155733165413,5.212559938231218
117.04307249142056,105.98012665317574,94.91718081493093,5.531472919122411
118.42198305380711,106.37768308055611,94.33338310730511,6.022149986625501
120.08275668667552,106.80849746949707,93.53423825231862,6.637129608589224
121.91875364904577,107.2787499645824,92.63874628011904,7.320001842231685
123.81164604805659,107.79109782183062,91.77054959560465,8.010274113112986
125.64023050374611,108.34443804392872,91.04864558411133,8.647896229908694
127.28963390911599,108.9340059076973,90.5783779062786,9.17781400070935
128.66054775091027,109.55180058262147,90.44305341433265,9.554373584144406
129.67757252249928,110.18729982121242,90.69702711992556,9.745136350643426
130.29572502322122,110.82839988003757,91.36107473685391,9.733662571591827
130.50437915457422,111.4624967110735,92.42061426757276,9.52094122175037
130.32821912788876,112.07761184377782,93.82700455966688,9.125303642055467
129.8251239347045,112.66346238618785,95.5018008376712,8.58083077425832
129.08124974424334,113.21237956503455,97.34350938582577,7.934435089604395
128.2039061910054,113.71999375441924,99.23608131783307,7.241956218293082
127.3130646923414,114.18562480148111,101.05818491062082,6.5637199454301465
126.53231715555998,114.61234278242675,102.69236840929352,5.959987186566614
125.97953405782138,115.00669376176606,104.03385346571073,5.486420148027664
125.75638565002856,115.37811505186531,104.99984445370205,5.18913529908163
125.9357870598765,115.73809220594023,105.54039735200396,5.098847426968135
126.54962545900983,116.09913304779411,105.64864063657839,5.225246205607857
127.5832865042029,116.47365038516884,105.36401426613477,5.55481805951703
128.98050368815137,116.87285321059787,104.76520273304435,6.053825238776757
130.6540678076189,117.3057454354863,103.9574230633537,6.674161186066302
132.49645112780993,117.77832159752104,103.06019206723217,7.359064765144439
134.3889288726604,118.29303138647245,102.19713390028451,8.047948743093972
136.21040535734892,118.84856082070294,101.48671628405697,8.680922268322988
137.8466392967716,119.43994962123331,101.03325994569502,9.20334483776914
139.19945460276048,120.05903429869099,100.9186139946215,9.570210152034747
140.1950055547042,120.69517737350274,101.19534919230128,9.749914090600733
140.79015691470516,121.33621759026396,101.88227826582275,9.7269696622206
140.97626533174446,121.96955624646452,102.9628471611846,9.503354542639963
140.77995945870256,122.58328259706207,104.38660573542157,9.098338430820245
140.2608570959882,123.16723780586335,106.07361851573852,8.54680964506242
139.5065053256598,123.71392240410584,107.9213394825519,7.896291460776974
138.62515648619677,124.21916619566703,109.8131759051373,7.202995145264866
137.7372262869952,124.68250076826405,111.62777524953292,6.527362759365569
136.96623775826222,125.10720133532797,113.24816491239372,5.929518211467127
136.42944797138296,125.49999417094236,114.57054037050175,5.464726900220303
136.22726554012488,125.87045577181189,115.51364600349889,5.178404884156497
136.43060069072433,126.230157417333,116.02971414394166,5.100221636695671
137.06878377954558,126.59163154166757,116.11447930378954,5.2385761189390125
138.12465065906432,126.9672522487239,115.80985383838346,5.578699205170216
139.53989769930303,127.36812997030788,115.19636224131273,6.085883864497572
141.22591219022797,127.80311900433938,114.38032581845077,6.711396592944301
143.07430661728296,128.27802658678937,113.48174655629578,7.398140015246793
144.9659868609782,128.79509414858606,112.62420143619393,8.085446356196067
146.77999404813113,129.35279709526566,111.92560014240019,8.713598476432734
148.40274791188529,129.9459809944551,111.48921407702495,9.228383458715081
149.7372310064368,130.56632200596493,111.39541300549307,9.585454500235931
150.7111716289501,131.2030704256427,111.69496922233529,9.7540506016537
151.2832944894774,131.8440109244297,112.40472735938202,9.719641782523846
151.44694145156345,132.47655370732554,113.50616596308762,9.485193872118952
151.2306783629382,133.08885912227984,114.94703988162149,9.070909620329171
150.69584577480683,133.67089526104846,116.64594474729007,8.51247525687919
149.93135875840417,134.21533407967942,118.49930940095467,7.858012339362374
149.04638529170163,134.71820599085441,120.39002669000722,7.1640896504236
148.16175684928777,135.17925445530142,122.19675206131508,6.491251196993171
