hedge_ratio,spread,adf_stat
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
0.9831741715885588,0.7637502174167139,-37.06292974591647
0.988049944506012,0.4180083055516093,-53.02790420211617
0.9908298876205223,-0.026094383653301634,-76.18889860289656
0.9896699107743651,-0.42201316847710757,-67.05774667167432
0.9855100037353596,-0.6384826740990803,-43.64832949269429
0.98102971421731,-0.6246943527980306,-31.566998705957356
0.9784574011248798,-0.40854944698915574,-26.400550331427972
0.978492219300515,-0.056993665567318885,-25.114680855081065
0.9806341336314889,0.35034149419959704,-26.755610608042968
0.9839886265683043,0.7277663187407484,-31.200662128763277
0.9878468714460394,0.9897397437845825,-38.44701971128641
0.9918726526401084,1.0673630494394217,-48.760048981190806
0.9960037423228644,0.9296516185798112,-64.32162716963158
1.0002323969127653,0.59748402286084,-87.41842104399706
1.0043908124072178,0.14194016146119282,-91.39563736186307
1.0080158642517327,-0.33336707531772447,-66.12557591204316
1.010345446651303,-0.7197480392397893,-51.00414022878885
1.0105064057673996,-0.9311376520304719,-47.77238754146207
1.0079357778399198,-0.9229355070142589,-54.95027583527567
1.0029329603673436,-0.6977955729245195,-77.06824911339838
0.9969740830160352,-0.3022863093708992,-106.07863624642668
0.9923443600822355,0.17802102382424323,-90.60500963029261
0.9910798321636649,0.625883248189183,-76.01747657035645
0.9937989177888921,0.9144430423566945,-76.13824267626535
0.9991556453298867,0.9511310622544897,-76.7412363430093
1.004414800743516,0.7248725384263253,-69.92637594856254
1.0070264849688413,0.31688944005517783,-70.01053541061334
1.0060699680742147,-0.14169125053064135,-95.25682008347349
1.0023737904971097,-0.5286760646388018,-208.45489260061652
0.9975215361650617,-0.7616381016691207,-105.4518175128289
0.9928501653617889,-0.7996173790677119,-55.492829556581476
0.9890401299987015,-0.6385231648546608,-39.793058656981565
0.986194342363428,-0.3112064054581367,-32.90276652537735
0.9841228605245638,0.11279378013580299,-29.155161263898552
0.9826448202766037,0.5366624123809061,-26.81889657397013
0.9818076334487978,0.8580051775815605,-25.738114011232078
0.9819555605638626,0.9970293474723633,-26.55271687976332
0.9835926757110114,0.9193549847091731,-30.46133350391611
0.9870159784141638,0.6430918727181165,-40.42673538677094
0.9917912682193969,0.22921341608116563,-67.63069769812668
0.9963814994369898,-0.23442772335766904,-180.95017308586478
